coddepto,departamento,a_o,biol_gico,cobertura_de_vacunaci_n,indicator1_statename,indicator1,indicator1_1,indicator1_2,indicator1_3,indicator1_4,indicator1_5
81,Arauca,2020,TV.R - SarampiÃ³n-RubÃ©ola-Paperas (TV) 5 AÃ±os Refuerzo,0.7726,IndicatorState1,0,49.99,80,89.99,90,94.99
85,Casanare,2020,TV.R - SarampiÃ³n-RubÃ©ola-Paperas (TV) 5 AÃ±os Refuerzo,0.8576,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
86,Putumayo,2020,TV.R - SarampiÃ³n-RubÃ©ola-Paperas (TV) 5 AÃ±os Refuerzo,0.7401,IndicatorState1,0,49.99,80,89.99,90,94.99
44,La Guajira,2022,PENTA3,0.9681,IndicatorState2,0,49.99,80,89.99,90,94.99
47,Magdalena,2022,PENTA3,0.9263,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
50,Meta,2022,PENTA3,0.8559,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
52,Nariño,2022,PENTA3,0.7952,IndicatorState1,0,49.99,80,89.99,90,94.99
88,ArchipiÃ©lago de San AndrÃ©s Providencia y Santa Catalina,2020,TV.R - SarampiÃ³n-RubÃ©ola-Paperas (TV) 5 AÃ±os Refuerzo,0.7528,IndicatorState1,0,49.99,80,89.99,90,94.99
91,Amazonas,2020,TV.R - SarampiÃ³n-RubÃ©ola-Paperas (TV) 5 AÃ±os Refuerzo,0.8029,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
94,GuainÃ­a,2020,TV.R - SarampiÃ³n-RubÃ©ola-Paperas (TV) 5 AÃ±os Refuerzo,0.6083,IndicatorState1,0,49.99,80,89.99,90,94.99
95,Guaviare,2020,TV.R - SarampiÃ³n-RubÃ©ola-Paperas (TV) 5 AÃ±os Refuerzo,0.6674,IndicatorState1,0,49.99,80,89.99,90,94.99
97,VaupÃ©s,2020,TV.R - SarampiÃ³n-RubÃ©ola-Paperas (TV) 5 AÃ±os Refuerzo,0.4502,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
99,Vichada,2020,TV.R - SarampiÃ³n-RubÃ©ola-Paperas (TV) 5 AÃ±os Refuerzo,0.4555,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
05,Antioquia,2021,BCG - Antituberculosa Recién Nacido,0.8956,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
08,Atlántico,2021,BCG - Antituberculosa Recién Nacido,0.9949,IndicatorState2,0,49.99,80,89.99,90,94.99
11,Bogotá  D.C.,2021,BCG - Antituberculosa Recién Nacido,0.8377,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
13,Bolívar,2021,BCG - Antituberculosa Recién Nacido,0.7566,IndicatorState1,0,49.99,80,89.99,90,94.99
15,Boyacá,2021,BCG - Antituberculosa Recién Nacido,0.8898,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
17,Caldas,2021,BCG - Antituberculosa Recién Nacido,0.8496,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
18,Caquetá,2021,BCG - Antituberculosa Recién Nacido,1.0146,IndicatorState3,0,49.99,80,89.99,90,94.99
19,Cauca,2021,BCG - Antituberculosa Recién Nacido,0.784,IndicatorState1,0,49.99,80,89.99,90,94.99
20,Cesar,2021,BCG - Antituberculosa Recién Nacido,0.9877,IndicatorState2,0,49.99,80,89.99,90,94.99
23,Córdoba,2021,BCG - Antituberculosa Recién Nacido,0.8749,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
25,Cundinamarca,2021,BCG - Antituberculosa Recién Nacido,0.3857,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
27,Chocó,2021,BCG - Antituberculosa Recién Nacido,0.9512,IndicatorState2,0,49.99,80,89.99,90,94.99
41,Huila,2021,BCG - Antituberculosa Recién Nacido,0.9842,IndicatorState2,0,49.99,80,89.99,90,94.99
44,La Guajira,2021,BCG - Antituberculosa Recién Nacido,1.1342,IndicatorState3,0,49.99,80,89.99,90,94.99
47,Magdalena,2021,BCG - Antituberculosa Recién Nacido,0.9246,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
50,Meta,2021,BCG - Antituberculosa Recién Nacido,0.9918,IndicatorState2,0,49.99,80,89.99,90,94.99
52,Nariño,2021,BCG - Antituberculosa Recién Nacido,0.8541,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
54,Norte de Santander,2021,BCG - Antituberculosa Recién Nacido,0.958,IndicatorState2,0,49.99,80,89.99,90,94.99
63,Quindio,2021,BCG - Antituberculosa Recién Nacido,1.0268,IndicatorState3,0,49.99,80,89.99,90,94.99
66,Risaralda,2021,BCG - Antituberculosa Recién Nacido,0.9875,IndicatorState2,0,49.99,80,89.99,90,94.99
68,Santander,2021,BCG - Antituberculosa Recién Nacido,0.849,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
70,Sucre,2021,BCG - Antituberculosa Recién Nacido,0.9987,IndicatorState2,0,49.99,80,89.99,90,94.99
73,Tolima,2021,BCG - Antituberculosa Recién Nacido,0.8522,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
76,Valle del Cauca,2021,BCG - Antituberculosa Recién Nacido,0.7975,IndicatorState1,0,49.99,80,89.99,90,94.99
81,Arauca,2021,BCG - Antituberculosa Recién Nacido,1.1094,IndicatorState3,0,49.99,80,89.99,90,94.99
85,Casanare,2021,BCG - Antituberculosa Recién Nacido,0.9467,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
86,Putumayo,2021,BCG - Antituberculosa Recién Nacido,0.8992,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
88,Archipiélago de San Andrés  Providencia y Santa Catalina,2021,BCG - Antituberculosa Recién Nacido,0.7953,IndicatorState1,0,49.99,80,89.99,90,94.99
91,Amazonas,2021,BCG - Antituberculosa Recién Nacido,0.687,IndicatorState1,0,49.99,80,89.99,90,94.99
94,Guainía,2021,BCG - Antituberculosa Recién Nacido,1.4046,IndicatorState3,0,49.99,80,89.99,90,94.99
95,Guaviare,2021,BCG - Antituberculosa Recién Nacido,0.9725,IndicatorState2,0,49.99,80,89.99,90,94.99
97,Vaupés,2021,BCG - Antituberculosa Recién Nacido,1.0249,IndicatorState3,0,49.99,80,89.99,90,94.99
99,Vichada,2021,BCG - Antituberculosa Recién Nacido,0.7945,IndicatorState1,0,49.99,80,89.99,90,94.99
05,Antioquia,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8535,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
08,Atlántico,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.9844,IndicatorState2,0,49.99,80,89.99,90,94.99
11,Bogotá D.C.,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.7367,IndicatorState1,0,49.99,80,89.99,90,94.99
13,Bolívar,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.9012,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
15,Boyacá,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8932,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
17,Caldas,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8521,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
18,Caquetá,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8864,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
19,Cauca,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8916,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
20,Cesar,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.9309,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
23,Córdoba,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8837,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
25,Cundinamarca,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.9015,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
27,Chocó,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.797,IndicatorState1,0,49.99,80,89.99,90,94.99
41,Huila,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8834,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
44,La Guajira,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.904,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
47,Magdalena,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.9402,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
50,Meta,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8844,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
52,Nariño,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8295,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
54,Norte de Santander,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.9157,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
63,Quindio,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.9068,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
66,Risaralda,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.9312,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
68,Santander,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8391,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
70,Sucre,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.969,IndicatorState2,0,49.99,80,89.99,90,94.99
73,Tolima,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.9052,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
76,Valle del Cauca,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.7846,IndicatorState1,0,49.99,80,89.99,90,94.99
81,Arauca,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.9673,IndicatorState2,0,49.99,80,89.99,90,94.99
85,Casanare,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,1.0162,IndicatorState3,0,49.99,80,89.99,90,94.99
86,Putumayo,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,1.0006,IndicatorState3,0,49.99,80,89.99,90,94.99
88,Archipiélago de San Andrés  Providencia y Santa Catalina,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.807,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
91,Amazonas,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.6778,IndicatorState1,0,49.99,80,89.99,90,94.99
94,Guainía,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.96,IndicatorState2,0,49.99,80,89.99,90,94.99
95,Guaviare,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8824,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
97,Vaupés,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.7334,IndicatorState1,0,49.99,80,89.99,90,94.99
99,Vichada,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.5847,IndicatorState1,0,49.99,80,89.99,90,94.99
05,Antioquia,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
08,Atlántico,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
11,Bogotá  D.C.,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
13,Bolívar,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
15,Boyacá,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
17,Caldas,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
18,Caquetá,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
19,Cauca,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
20,Cesar,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
23,Córdoba,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
25,Cundinamarca,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
27,Chocó,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
41,Huila,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
44,La Guajira,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
47,Magdalena,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
50,Meta,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
52,Nariño,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
54,Norte de Santander,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
63,Quindio,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
66,Risaralda,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
68,Santander,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
70,Sucre,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
73,Tolima,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
76,Valle del Cauca,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
81,Arauca,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
85,Casanare,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
86,Putumayo,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
88,Archipiélago de San Andrés  Providencia y Santa Catalina,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
91,Amazonas,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
94,Guainía,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
95,Guaviare,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
97,Vaupés,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
99,Vichada,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
05,Antioquia,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.841,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
08,Atlántico,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9575,IndicatorState2,0,49.99,80,89.99,90,94.99
11,Bogotá  D.C.,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7791,IndicatorState1,0,49.99,80,89.99,90,94.99
13,Bolívar,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8637,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
15,Boyacá,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8914,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
17,Caldas,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7875,IndicatorState1,0,49.99,80,89.99,90,94.99
18,Caquetá,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8713,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
19,Cauca,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8725,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
20,Cesar,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9214,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
23,Córdoba,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8645,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
25,Cundinamarca,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8946,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
27,Chocó,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9253,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
41,Huila,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8691,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
44,La Guajira,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9473,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
47,Magdalena,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.936,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
50,Meta,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9018,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
52,Nariño,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8394,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
54,Norte de Santander,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9272,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
63,Quindio,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8849,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
66,Risaralda,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8987,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
68,Santander,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8485,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
70,Sucre,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8989,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
73,Tolima,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8831,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
76,Valle del Cauca,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7941,IndicatorState1,0,49.99,80,89.99,90,94.99
81,Arauca,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9455,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
85,Casanare,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9582,IndicatorState2,0,49.99,80,89.99,90,94.99
86,Putumayo,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9504,IndicatorState2,0,49.99,80,89.99,90,94.99
88,Archipiélago de San Andrés  Providencia y Santa Catalina,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8272,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
91,Amazonas,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.6551,IndicatorState1,0,49.99,80,89.99,90,94.99
94,Guainía,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9299,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
95,Guaviare,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9106,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
97,Vaupés,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7908,IndicatorState1,0,49.99,80,89.99,90,94.99
99,Vichada,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7388,IndicatorState1,0,49.99,80,89.99,90,94.99
05,Antioquia,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8022,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
08,Atlántico,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9159,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
11,Bogotá  D.C.,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9259,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
13,Bolívar,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8082,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
15,Boyacá,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9256,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
17,Caldas,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8734,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
18,Caquetá,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8325,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
19,Cauca,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.869,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
20,Cesar,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8225,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
23,Córdoba,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8661,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
25,Cundinamarca,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9382,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
27,Chocó,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.715,IndicatorState1,0,49.99,80,89.99,90,94.99
41,Huila,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.939,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
44,La Guajira,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7101,IndicatorState1,0,49.99,80,89.99,90,94.99
47,Magdalena,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8706,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
50,Meta,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8358,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
52,Nariño,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8465,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
54,Norte de Santander,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8673,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
63,Quindio,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8759,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
66,Risaralda,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8691,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
68,Santander,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8507,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
70,Sucre,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8924,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
73,Tolima,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8892,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
76,Valle del Cauca,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.768,IndicatorState1,0,49.99,80,89.99,90,94.99
81,Arauca,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9146,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
85,Casanare,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9059,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
86,Putumayo,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8792,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
88,Archipiélago de San Andrés  Providencia y Santa Catalina,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9139,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
91,Amazonas,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7134,IndicatorState1,0,49.99,80,89.99,90,94.99
94,Guainía,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8002,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
95,Guaviare,2021,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8279,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
